date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:25:27	74198/74198	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:40%20GMT	http://www.mavala.in/home/2016_raigad_diwali/01.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/01.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:28	4271/4271	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:40%20GMT	http://www.mavala.in/home/2016_raigad_diwali/01small.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/01small.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:33	190474/190474	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202017%2010:51:26%20GMT	http://www.mavala.in/home/2016_pisolgad/10.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_pisolgad/10.jpg	(from http://www.mavala.in/home/2016_pisolgad.html)
15:25:33	141592/141592	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202017%2010:51:34%20GMT	http://www.mavala.in/home/2016_pisolgad/12.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_pisolgad/12.jpg	(from http://www.mavala.in/home/2016_pisolgad.html)
15:25:34	4444/4444	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:40%20GMT	http://www.mavala.in/home/2016_raigad_diwali/02small.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/02small.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:35	6341/6341	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:40%20GMT	http://www.mavala.in/home/2016_raigad_diwali/03small.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/03small.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:38	207998/207998	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202017%2010:51:24%20GMT	http://www.mavala.in/home/2016_pisolgad/11.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_pisolgad/11.jpg	(from http://www.mavala.in/home/2016_pisolgad.html)
15:25:39	4440/4440	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:38%20GMT	http://www.mavala.in/home/2016_raigad_diwali/04small.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/04small.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:42	90623/90623	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:49:40%20GMT	http://www.mavala.in/home/2016_raigad_diwali/02.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/02.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
15:25:43	6876/6876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202016%2011:53:16%20GMT	http://www.mavala.in/home/2016_raigad_diwali/05small.jpg	C:/Users/phoenix%20computer/Desktop/setu%20code%20html/New%20folder%20(2)/mayur2/www.mavala.in/home/2016_raigad_diwali/05small.jpg	(from http://www.mavala.in/home/2016_raigad_diwali.html)
